2018.11.14 20:40:57	86%
2018.11.14 20:40:58	35%
2018.11.14 20:40:59	34%
2018.11.14 20:41:00	37%
2018.11.14 20:41:01	48%
2018.11.14 20:41:02	41%
2018.11.14 20:41:03	41%
2018.11.14 20:41:04	45%
2018.11.14 20:41:05	41%
2018.11.14 20:41:06	35%
2018.11.14 20:41:07	35%
2018.11.14 20:41:08	41%
2018.11.14 20:41:09	37%
2018.11.14 20:41:10	35%
2018.11.14 20:41:11	40%
2018.11.14 20:41:12	39%
2018.11.14 20:41:13	45%
2018.11.14 20:41:14	33%
2018.11.14 20:41:15	35%
2018.11.14 20:41:16	49%
2018.11.14 20:41:17	73%
2018.11.14 20:41:18	35%
2018.11.14 20:41:19	53%
2018.11.14 20:41:20	43%
2018.11.14 20:41:21	54%
2018.11.14 20:41:22	40%
2018.11.14 20:41:23	33%
2018.11.14 20:41:24	46%
2018.11.14 20:41:25	39%
2018.11.14 20:41:26	33%
2018.11.14 20:41:27	35%
2018.11.14 20:41:28	31%
2018.11.14 20:41:29	37%
2018.11.14 20:41:30	37%
2018.11.14 20:41:31	39%
2018.11.14 20:41:32	34%
2018.11.14 20:41:33	35%
2018.11.14 20:41:34	37%
2018.11.14 20:41:35	35%
2018.11.14 20:41:36	35%
2018.11.14 20:41:37	33%
2018.11.14 20:41:38	37%
2018.11.14 20:41:39	38%
2018.11.14 21:07:02	100%
2018.11.14 21:07:02	100%
2018.11.14 21:07:03	86%
2018.11.14 21:07:04	82%
2018.11.14 21:07:05	85%
2018.11.14 21:07:06	66%
2018.11.14 21:07:07	39%
2018.11.14 21:07:08	50%
2018.11.14 21:07:09	51%
2018.11.14 21:07:10	55%
2018.11.14 21:07:11	51%
2018.11.14 21:07:12	31%
2018.11.14 21:07:13	40%
2018.11.14 21:07:14	32%
2018.11.14 21:07:15	46%
2018.11.14 21:07:16	35%
2018.11.14 21:07:17	39%
2018.11.14 21:07:18	37%
2018.11.14 21:07:19	42%
2018.11.14 21:07:20	62%
2018.11.14 21:07:21	59%
2018.11.14 21:07:22	38%
2018.11.14 21:07:23	50%
2018.11.14 21:07:24	45%
2018.11.14 21:07:25	43%
2018.11.14 21:07:26	36%
2018.11.14 21:07:27	35%
2018.11.14 21:07:28	36%
2018.11.14 21:07:29	33%
2018.11.14 21:07:30	51%
2018.11.14 21:07:31	41%
2018.11.14 21:07:32	42%
2018.11.14 21:07:33	46%
2018.11.14 21:07:34	38%
2018.11.14 21:07:35	44%
2018.11.14 21:07:36	38%
2018.11.14 21:07:37	36%
2018.11.14 21:07:38	46%
2018.11.14 21:07:39	55%
2018.11.14 21:07:40	45%
2018.11.14 21:07:41	50%
2018.11.14 21:07:42	48%
2018.11.14 21:07:43	52%
2018.11.14 21:07:44	37%
2018.11.14 21:07:45	45%
2018.11.14 21:07:46	38%
2018.11.14 21:07:47	39%
2018.11.14 21:07:48	53%
2018.11.14 21:07:49	55%
2018.11.14 21:07:50	53%
2018.11.14 21:07:51	36%
2018.11.14 21:07:52	46%
2018.11.14 21:07:53	37%
2018.11.14 21:07:54	40%
2018.11.14 21:07:55	42%
2018.11.14 21:07:56	42%
2018.11.14 21:07:57	42%
2018.11.14 21:07:58	33%
2018.11.14 21:07:59	48%
2018.11.14 21:08:00	46%
2018.11.14 21:08:01	73%
2018.11.14 21:08:02	59%
2018.11.14 21:08:03	51%
2018.11.14 21:08:04	47%
2018.11.14 21:08:05	39%
2018.11.14 21:08:06	40%
2018.11.14 21:08:07	35%
2018.11.14 21:09:44	92%
2018.11.14 21:09:44	41%
2018.11.14 21:09:45	39%
2018.11.14 21:09:46	39%
2018.11.14 21:09:47	47%
2018.11.14 21:09:48	59%
2018.11.14 21:09:49	40%
2018.11.14 21:09:50	32%
2018.11.14 21:09:51	53%
2018.11.14 21:09:52	47%
2018.11.14 21:09:53	55%
2018.11.14 21:09:54	41%
2018.11.14 21:09:55	76%
2018.11.14 21:09:56	37%
2018.11.14 21:09:57	33%
2018.11.14 21:09:58	33%
2018.11.14 21:09:59	55%
2018.11.14 21:10:00	41%
2018.11.14 21:10:01	39%
2018.11.14 21:10:02	35%
2018.11.14 21:10:03	41%
2018.11.14 21:10:16	45%
2018.11.14 21:10:17	44%
2018.11.14 21:10:18	45%
2018.11.14 21:10:19	66%
2018.11.14 21:10:20	48%
2018.11.14 21:10:21	53%
2018.11.14 21:11:25	89%
2018.11.14 21:11:26	38%
2018.11.14 21:11:27	42%
2018.11.14 21:11:28	38%
2018.11.14 21:11:29	36%
2018.11.14 21:11:30	60%
2018.11.14 21:11:31	43%
2018.11.14 21:11:32	46%
2018.11.14 21:11:33	63%
2018.11.14 21:11:34	39%
2018.11.14 21:11:35	48%
2018.11.14 21:11:36	49%
2018.11.14 21:11:37	31%
2018.11.14 21:11:38	48%
2018.11.14 21:11:39	50%
2018.11.14 21:11:40	50%
2018.11.14 21:11:41	65%
2018.11.14 21:11:42	51%
2018.11.14 21:11:43	53%
2018.11.14 21:11:44	37%
2018.11.14 21:11:45	34%
2018.11.14 21:11:46	43%
2018.11.14 21:11:47	35%
2018.11.14 21:11:48	53%
2018.11.14 21:11:49	41%
2018.11.14 21:11:50	39%
2018.11.14 21:11:51	67%
2018.11.14 21:11:52	36%
2018.11.14 21:11:53	53%
2018.11.14 21:11:54	46%
2018.11.14 21:11:55	44%
2018.11.14 21:11:56	71%
2018.11.14 21:11:57	47%
2018.11.14 21:11:58	43%
2018.11.14 21:11:59	42%
2018.11.14 21:12:00	48%
2018.11.14 21:12:01	37%
2018.11.14 21:12:02	50%
2018.11.14 21:12:03	60%
